ProductCategoryKey,ProductSubcategoryKey,SalesTerritoryKey,GeographyKey,CustomerKey,ProductKey,CurrencyKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,CurrencyAlternateKey,CurrencyName,SalesTerritoryAlternateKey,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,ProductAlternateKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription
1,1,1,542,18393,359,100,20040604,20040616,20040611,1,SO72164,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,14636,588,100,20040111,20040123,20040118,2,SO61901,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M38S-40,LB ,CM ,"Mountain-400-W Silver, 40","Montaña: 400 para mujer, plateada, 40","VTT 400 -W argent, 40",419.7784,TRUE,Silver,100,75,769.49,40,38-40 CM,26.77,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,1,542,13361,355,100,20040511,20040523,20040518,1,SO70354,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,14418,587,100,20031207,20031219,20031214,1,SO59542,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M38S-38,LB ,CM ,"Mountain-400-W Silver, 38","Montaña: 400 para mujer, plateada, 38","VTT 400 -W argent, 38",419.7784,TRUE,Silver,100,75,769.49,38,38-40 CM,26.35,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,1,542,16753,357,100,20040421,20040503,20040428,2,SO68718,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,13066,596,100,20030919,20031001,20030926,1,SO54641,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M18B-40,LB ,CM ,"Mountain-500 Black, 40","Montaña: 500, negra, 40","VTT 500 noir, 40",294.5797,TRUE,Black,100,75,539.99,40,38-40 CM,27.35,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
1,1,1,542,14283,588,100,20031124,20031206,20031201,1,SO58523,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M38S-40,LB ,CM ,"Mountain-400-W Silver, 40","Montaña: 400 para mujer, plateada, 40","VTT 400 -W argent, 40",419.7784,TRUE,Silver,100,75,769.49,40,38-40 CM,26.77,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,1,542,27050,352,100,20030212,20030224,20030219,1,SO49286,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-38,LB ,CM ,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38","VTT 200 argent, 38",1117.8559,TRUE,Silver,100,75,2071.4196,38,38-40 CM,23.35,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,16981,359,100,20040520,20040601,20040527,1,SO70994,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,20011,597,100,20040625,20040707,20040702,1,SO73752,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M18B-42,LB ,CM ,"Mountain-500 Black, 42","Montaña: 500, negra, 42","VTT 500 noir, 42",294.5797,TRUE,Black,100,75,539.99,42,42-46 CM,27.77,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
1,1,1,542,14411,357,100,20040129,20040210,20040205,2,SO62986,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,27504,352,100,20030610,20030622,20030617,1,SO50860,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-38,LB ,CM ,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38","VTT 200 argent, 38",1117.8559,TRUE,Silver,100,75,2071.4196,38,38-40 CM,23.35,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,25964,346,100,20011213,20011225,20011220,1,SO44896,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M82S-44,LB ,CM ,"Mountain-100 Silver, 44","Montaña: 100, plateada, 44","VTT 100 argent, 44",1912.1544,TRUE,Silver,100,75,3399.99,44,42-46 CM,21.13,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
1,1,1,542,13174,357,100,20031011,20031023,20031018,1,SO55956,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,26530,360,100,20021124,20021206,20021201,1,SO48230,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1105.81,TRUE,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,16111,361,100,20040407,20040419,20040414,1,SO67819,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1251.9813,TRUE,Black,100,75,2294.99,42,42-46 CM,23.77,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,14894,590,100,20040406,20040418,20040413,1,SO67732,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M38S-46,LB ,CM ,"Mountain-400-W Silver, 46","Montaña: 400 para mujer, plateada, 46","VTT 400 -W argent, 46",419.7784,TRUE,Silver,100,75,769.49,46,42-46 CM,27.42,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,1,542,13243,355,100,20031128,20031210,20031205,1,SO58759,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,1,542,12912,355,100,20040426,20040508,20040503,1,SO69061,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,1,Northwest,United States,North America,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,4,576,15338,589,100,20040512,20040524,20040519,1,SO70427,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,4,Southwest,United States,North America,BK-M38S-42,LB ,CM ,"Mountain-400-W Silver, 42","Montaña: 400 para mujer, plateada, 42","VTT 400 -W argent, 42",419.7784,TRUE,Silver,100,75,769.49,42,42-46 CM,27.13,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,10,240,15702,359,98,20040217,20040229,20040224,1,SO64312,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,GBP,United Kingdom Pound,10,United Kingdom,United Kingdom,Europe,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,10,240,13678,355,98,20040223,20040306,20040301,1,SO64736,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,GBP,United Kingdom Pound,10,United Kingdom,United Kingdom,Europe,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,13829,587,100,20031106,20031118,20031113,1,SO57491,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M38S-38,LB ,CM ,"Mountain-400-W Silver, 38","Montaña: 400 para mujer, plateada, 38","VTT 400 -W argent, 38",419.7784,TRUE,Silver,100,75,769.49,38,38-40 CM,26.35,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
1,1,8,119,14939,363,100,20031229,20040110,20040105,1,SO60971,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-46,LB ,CM ,"Mountain-200 Black, 46","Montaña: 200, negra, 46","VTT 200 noir, 46",1251.9813,TRUE,Black,100,75,2294.99,46,42-46 CM,24.13,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,13666,353,100,20040607,20040619,20040614,1,SO72365,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68S-38,LB ,CM ,"Mountain-200 Silver, 38","Montaña: 200, plateada, 38","VTT 200 argent, 38",1265.6195,TRUE,Silver,100,75,2319.99,38,38-40 CM,23.35,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,12657,360,100,20030430,20030512,20030507,1,SO50185,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-42,LB ,CM ,"Mountain-200 Black, 42","Montaña: 200, negra, 42","VTT 200 noir, 42",1105.81,TRUE,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,12657,355,100,20031019,20031031,20031026,1,SO56334,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,13545,359,100,20040614,20040626,20040621,1,SO72870,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,22797,363,100,20040622,20040704,20040629,1,SO73514,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-46,LB ,CM ,"Mountain-200 Black, 46","Montaña: 200, negra, 46","VTT 200 noir, 46",1251.9813,TRUE,Black,100,75,2294.99,46,42-46 CM,24.13,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,16267,600,100,20040525,20040606,20040601,1,SO71285,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M18B-52,LB ,CM ,"Mountain-500 Black, 52","Montaña: 500, negra, 52","VTT 500 noir, 52",294.5797,TRUE,Black,100,75,539.99,52,48-52 CM,28.68,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
1,1,8,119,12314,359,100,20031002,20031014,20031009,1,SO55397,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-38,LB ,CM ,"Mountain-200 Black, 38","Montaña: 200, negra, 38","VTT 200 noir, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,119,12314,354,100,20030217,20030301,20030224,1,SO49330,1,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1117.8559,TRUE,Silver,100,75,2071.4196,42,42-46 CM,23.77,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,120,13257,355,100,20031118,20031130,20031125,1,SO58141,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68S-42,LB ,CM ,"Mountain-200 Silver, 42","Montaña: 200, plateada, 42","VTT 200 argent, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,120,11335,345,100,20020425,20020507,20020502,1,SO45971,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M82S-42,LB ,CM ,"Mountain-100 Silver, 42","Montaña: 100, plateada, 42","VTT 100 argent, 42",1912.1544,TRUE,Silver,100,75,3399.99,42,42-46 CM,20.77,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
1,1,8,120,11335,357,100,20030708,20030720,20030715,1,SO51288,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68S-46,LB ,CM ,"Mountain-200 Silver, 46","Montaña: 200, plateada, 46","VTT 200 argent, 46",1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,120,16278,599,100,20040608,20040620,20040615,1,SO72451,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M18B-48,LB ,CM ,"Mountain-500 Black, 48","Montaña: 500, negra, 48","VTT 500 noir, 48",294.5797,TRUE,Black,100,75,539.99,48,48-52 CM,28.42,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
1,1,8,120,18134,363,100,20040317,20040329,20040324,1,SO66320,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M68B-46,LB ,CM ,"Mountain-200 Black, 46","Montaña: 200, negra, 46","VTT 200 noir, 46",1251.9813,TRUE,Black,100,75,2294.99,46,42-46 CM,24.13,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
1,1,8,120,22633,593,100,20031109,20031121,20031116,1,SO57636,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null,USD,US Dollar,8,Germany,Germany,Europe,BK-M18S-44,LB ,CM ,"Mountain-500 Silver, 44","Montaña: 500, plateada, 44","VTT 500 argent, 44",308.2179,TRUE,Silver,100,75,564.99,44,42-46 CM,28.13,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
